,Model,FNR,FPR,auc,f1,recall,precision,Error Rate,sensitivity,specificity,accuracy
0,../data/SelectedFeatures/Model1NoDrugQsNoDummies/RFECV.csv,0.5703275529865125,0.10547770700636942,0.7445275701680105,0.38581314878892736,0.3500784929356358,0.4296724470134875,0.15976597659765976,0.4296724470134875,0.8945222929936306,0.8402340234023402
