,Model,FNR,FPR,auc,f1,recall,precision,Error Rate,sensitivity,specificity,accuracy
0,../data/SelectedFeatures/Model1NoDrugQs/RFECV.csv,0.44315992292870904,0.21528662420382166,0.7215848704637777,0.34966727162734423,0.25485008818342153,0.5568400770712909,0.2418991899189919,0.5568400770712909,0.7847133757961784,0.758100810081008
