Fold,FNR,FPR,auc,optimal threshold,Error Rate,f1,precision,recall
0.0,0.13893376413570274,0.3151112846544319,0.8627303172541523,,0.29611565929280614,0.3853940708604483,0.8610662358642972,0.24825337680484397
1.0,0.1206896551724138,0.2841465804428767,0.8742047059416151,,0.2659815363177147,0.4235560588901472,0.8793103448275862,0.27896568871208355
2.0,0.1592775041050903,0.28824790489183394,0.866627527898773,,0.2745644599303136,0.39384615384615385,0.8407224958949097,0.25715720743345055
3.0,0.15119760479041916,0.30717665615141954,0.863347880343414,,0.2890243902439024,0.40601503759398494,0.8488023952095808,0.2668235294117647
4.0,0.16537867078825347,0.2898095425093265,0.8574225738209034,,0.27578397212543554,0.40555764175741643,0.8346213292117465,0.26785714285714285
