,Model,FNR,FPR,auc,f1,recall,precision,Error Rate,sensitivity,specificity,accuracy
0,../data/SelectedFeatures/Model2NoDrugQs/RFECV.csv,0.1503030303030303,0.5168217609162491,0.769559337107655,0.6236654804270463,0.49262122276879833,0.8496969696969697,0.38073807380738073,0.8496969696969697,0.4831782390837509,0.6192619261926192
