,Model,FNR,FPR,auc,f1,recall,precision,Error Rate
0,../data/SelectedFeatures/Model1/RFECV.csv,0.6146435452793835,0.062420382165605096,0.7484476516574008,0.4149377593360996,0.449438202247191,0.3853564547206166,0.1269126912691269
