,Model,FNR,FPR,auc,f1,recall,precision,Error Rate,sensitivity,specificity,accuracy
0,../data/SelectedFeatures/Model2NoDrugQsNoDummies/RFECV.csv,0.10666666666666667,0.582319255547602,0.7758898939285481,0.620500947169017,0.47533053853595614,0.8933333333333333,0.4057155715571557,0.8933333333333333,0.417680744452398,0.5942844284428442
