,Model,FNR,FPR,auc,f1,recall,precision,Error Rate
0,../data/SelectedFeatures/Model2NoDrugQs/RFECV.csv,0.3563636363636364,0.278453829634932,0.7452761328387671,0.608595988538682,0.5771739130434783,0.6436363636363637,0.3073807380738074
