,Model,FNR,FPR,auc,f1,recall,precision,Error Rate
0,../data/SelectedFeatures/Model2/RFECV.csv,0.12,0.082319255547602,0.9563982343116202,0.8715486194477791,0.8632580261593341,0.88,0.0963096309630963
