,Model,FNR,FPR,auc,f1,recall,precision,Error Rate
0,../data/SelectedFeatures/Model1NoDrugQsNoDummies/RFECV.csv,0.6859344894026975,0.07006369426751592,0.721908128075795,0.3406478578892372,0.3721461187214612,0.3140655105973025,0.14198919891989198
