,Model,FNR,FPR,auc,f1,recall,precision,Error Rate
0,../data/SelectedFeatures/Model2NoDummies/RFECV.csv,0.12181818181818181,0.08732999284180387,0.9568005032428798,0.8668860305115166,0.8558771411695215,0.8781818181818182,0.10013501350135014
