,Model,FNR,FPR,auc,f1,recall,precision,Error Rate,sensitivity,specificity,accuracy
0,../data/SelectedFeatures/Model2/RFECV.csv,0.12303030303030303,0.08410880458124552,0.9624657816533264,0.8685474189675871,0.8602853745541023,0.876969696969697,0.09855985598559856,0.876969696969697,0.9158911954187545,0.9014401440144014
