,Model,FNR,FPR,auc,f1,recall,precision,Error Rate,sensitivity,specificity,accuracy
0,../data/SelectedFeatures/Model1NoDrugQs/RFECV.csv,0.6840077071290944,0.08076433121019108,0.6859943791956605,0.328,0.340956340956341,0.3159922928709056,0.15121512151215122,0.3159922928709056,0.9192356687898089,0.8487848784878488
