,Model,FNR,FPR,auc,f1,recall,precision,Error Rate,sensitivity,specificity,accuracy
0,../data/SelectedFeatures/Model2NoDrugQs/RFECV.csv,0.4090909090909091,0.2594846098783107,0.7284232446150842,0.5820895522388059,0.5735294117647058,0.5909090909090909,0.31503150315031503,0.5909090909090909,0.7405153901216893,0.684968496849685
