,Model,FNR,FPR,auc,f1,recall,precision,Error Rate,sensitivity,specificity,accuracy
0,../data/SelectedFeatures/Model1NoDummies/RFECV.csv,0.43159922928709055,0.11923566878980892,0.8095330314298688,0.46021840873634945,0.38663171690694625,0.5684007707129094,0.1557155715571557,0.5684007707129094,0.880764331210191,0.8442844284428442
