Fold,FNR,FPR,auc,optimal threshold,Error Rate,f1,precision,recall
0.0,0.08717948717948718,0.12910406232609906,0.9650346407441565,,0.1134343962362781,0.8574556601707904,0.9128205128205128,0.8084227910817506
1.0,0.08348794063079777,0.15043259838124476,0.9622341147150765,,0.12528315037462973,0.8460715050310426,0.9165120593692022,0.7856858846918489
2.0,0.08651522474625423,0.13978201634877385,0.9623584429814454,,0.12057849799616659,0.8452593917710197,0.9134847752537457,0.7865168539325843
3.0,0.10133843212237094,0.12037290924047161,0.9615306931336739,,0.1134343962362781,0.8524144184992066,0.8986615678776291,0.8106942647692971
4.0,0.08754208754208755,0.13852459016393442,0.962010949989092,,0.12005575884300401,0.8463082757082311,0.9124579124579124,0.7891014975041597
