,Model,FNR,FPR,auc,f1,recall,precision,Error Rate,sensitivity,specificity,accuracy
0,../data/SelectedFeatures/Model2NoDrugQsNoDummies/RFECV.csv,0.41454545454545455,0.25125268432355047,0.727922170885664,0.5822784810126582,0.579136690647482,0.5854545454545454,0.3118811881188119,0.5854545454545454,0.7487473156764496,0.6881188118811881
