,Model,FNR,FPR,auc,f1,recall,precision,Error Rate
0,../data/SelectedFeatures/Model1NoDummies/RFECV.csv,0.558766859344894,0.060382165605095545,0.7906260201514426,0.4649746192893401,0.49141630901287553,0.441233140655106,0.11858685868586859
