,Model,FNR,FPR,auc,f1,recall,precision,Error Rate
0,../data/SelectedFeatures/Model1NoDrugQs/RFECV.csv,0.6628131021194605,0.07643312101910828,0.7052842924290956,0.35211267605633806,0.3684210526315789,0.3371868978805395,0.14491449144914492
