Freq Drug Use,stweight,sexpart,sexpart2,q9,q10,q11,q12,q17,q22,q33,q40,q41,q45,q46,q47,q48,q54,q60,q61,q62,q76,q78,qsportsdrink,q43_2.0,q43_5.0,q43_6.0,q43_7.0,q43_8.0,q65_3.0,q65_4.0,q66_2.0,q66_3.0,q66_4.0,q30_2.0,q34_2.0,q59_2.0,q63_2.0,q63_3.0,q64_2.0,q64_3.0
True,56.7,2.0,2.0,5.0,0.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,0.0,7.0,4.0,4.0,2.0,5.0,3.0,2.0,1.0,2.0,2.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
False,51.26,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
False,56.7,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
False,60.78,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,8.0,1.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
False,59.42,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
True,79.38,2.0,2.0,3.0,2.0,2.0,5.0,0.0,2.0,1.0,6.0,5.0,0.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
False,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,2.0,3.0,3.0,8.0,2.0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0
True,95.26,2.0,2.0,3.0,2.0,5.0,2.0,4.0,4.0,1.0,3.0,4.0,3.0,7.0,3.0,4.0,2.0,4.0,6.0,6.0,7.0,8.0,7.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
False,111.13,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
True,99.79,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
False,116.58,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,7.0,6.0,1.0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
False,73.03,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,2.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
False,44.45,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,2.0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
False,70.31,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,7.0,3.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
True,63.5,1.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,1.0,4.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
False,77.11,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,5.0,6.0,0.0,5.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
False,50.8,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,8.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
False,98.88,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,3.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
False,50.8,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,2.0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
False,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
True,87.09,2.0,2.0,1.0,2.0,6.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,7.0,4.0,6.0,1.0,4.0,4.0,2.0,7.0,3.0,5.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0
True,78.93,2.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0,6.0,4.0,5.0,6.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
False,59.88,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,3.0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
False,58.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
False,82.56,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,5.0,1.0,6.0,5.0,1.0,1.0,4.0,4.0,2.0,2.0,5.0,1.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
True,70.31,2.0,2.0,1.0,2.0,8.0,5.0,0.0,2.0,4.0,5.0,2.0,6.0,7.0,3.0,5.0,3.0,6.0,2.0,3.0,2.0,7.0,1.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
False,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,5.0,2.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0
False,81.65,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
False,64.86,1.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
False,72.58,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
True,37.65,2.0,2.0,1.0,0.0,0.0,4.0,3.0,2.0,2.0,5.0,4.0,0.0,7.0,2.0,2.0,1.0,5.0,0.0,3.0,0.0,1.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
False,64.86,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,8.0,3.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1
True,61.24,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
False,55.79,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
False,67.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
True,77.11,2.0,2.0,1.0,2.0,6.0,1.0,1.0,2.0,1.0,3.0,5.0,5.0,4.0,6.0,3.0,1.0,5.0,3.0,3.0,3.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
True,46.72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,8.0,5.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
False,68.04,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,2.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
True,114.76,2.0,2.0,5.0,4.0,2.0,5.0,0.0,5.0,0.0,7.0,2.0,7.0,0.0,2.0,0.0,1.0,5.0,2.0,2.0,1.0,5.0,5.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
False,70.76,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,8.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
False,53.07,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
False,57.15,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
False,52.16,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
False,95.26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
False,68.04,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
False,90.72,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,2.0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
False,68.04,2.0,2.0,1.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
False,71.22,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
True,77.11,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
False,58.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
False,77.11,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
False,96.16,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
False,72.58,1.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
True,60.78,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,4.0,2.0,7.0,3.0,3.0,1.0,5.0,2.0,2.0,2.0,4.0,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
True,70.31,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,7.0,5.0,0.0,7.0,5.0,1.0,1.0,5.0,3.0,2.0,3.0,8.0,2.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
False,70.31,1.0,1.0,1.0,1.0,1.0,5.0,0.0,2.0,1.0,3.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
False,117.48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
True,66.68,1.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,4.0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
False,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,4.0,0.0,7.0,3.0,3.0,1.0,3.0,7.0,2.0,7.0,8.0,7.0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0
False,58.97,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,3.0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
True,0.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
True,63.5,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,0.0,7.0,2.0,5.0,7.0,4.0,2.0,3.0,6.0,2.0,3.0,1.0,1.0,2.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
True,65.77,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,6.0,2.0,6.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
True,77.11,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,6.0,2.0,3.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
True,67.13,2.0,2.0,1.0,1.0,1.0,5.0,0.0,3.0,0.0,4.0,2.0,7.0,7.0,4.0,6.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
False,72.58,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
True,76.2,2.0,2.0,4.0,4.0,4.0,5.0,3.0,2.0,3.0,5.0,4.0,5.0,3.0,5.0,2.0,3.0,4.0,4.0,3.0,5.0,1.0,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
False,119.3,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,2.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
True,72.58,2.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,5.0,7.0,4.0,8.0,3.0,5.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
False,56.7,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
False,50.35,2.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,2.0,6.0,1.0,0.0,0.0,0.0,1.0,5.0,3.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
True,54.43,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,6.0,2.0,0.0,7.0,4.0,5.0,1.0,6.0,3.0,2.0,5.0,8.0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
False,77.11,1.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,4.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
False,52.16,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,8.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
True,86.18,0.0,0.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,5.0,0.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,2.0,8.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
True,61.24,0.0,0.0,3.0,0.0,8.0,5.0,8.0,2.0,2.0,3.0,4.0,0.0,4.0,5.0,1.0,6.0,0.0,0.0,0.0,7.0,3.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,49.9,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,3.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
False,71.67,2.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,8.0,2.0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0
False,70.31,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
True,54.43,2.0,2.0,1.0,0.0,0.0,5.0,1.0,2.0,1.0,3.0,6.0,0.0,3.0,5.0,1.0,1.0,5.0,3.0,2.0,1.0,2.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
True,92.08,2.0,2.0,2.0,5.0,4.0,5.0,6.0,4.0,5.0,5.0,3.0,8.0,7.0,2.0,6.0,6.0,3.0,7.0,3.0,5.0,3.0,3.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
False,52.16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,2.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
False,52.16,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,2.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
True,0.0,2.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,3.0,5.0,6.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
False,56.7,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,4.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
False,90.72,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,4.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
False,70.76,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,1.0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
False,54.43,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
False,70.76,2.0,2.0,2.0,1.0,1.0,1.0,7.0,2.0,1.0,4.0,1.0,1.0,5.0,6.0,2.0,1.0,3.0,4.0,2.0,1.0,6.0,1.0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0
True,66.23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,5.0,5.0,6.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
True,42.18,2.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,2.0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0
False,0.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,8.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
False,66.68,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,2.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
False,56.7,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,5.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
False,60.33,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
True,53.98,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,2.0,3.0,4.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0
False,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,7.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
True,52.16,2.0,2.0,5.0,6.0,8.0,5.0,2.0,1.0,1.0,4.0,2.0,3.0,4.0,2.0,2.0,6.0,0.0,0.0,0.0,1.0,8.0,7.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
False,58.97,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
True,138.35,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,5.0,1.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
False,81.65,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
False,77.11,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
True,72.58,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,3.0,3.0,8.0,3.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
False,141.52,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,8.0,3.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
False,83.01,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,2.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
True,65.77,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
