Fold,FNR,FPR,auc,optimal threshold,Error Rate,f1,precision,recall
0.0,0.19224555735056542,0.29910191331511127,0.849060153577428,,0.28758056087789585,0.37721614485099964,0.8077544426494345,0.24606299212598426
1.0,0.20689655172413793,0.26337448559670784,0.8425799993488372,,0.2570980665389305,0.4067524115755627,0.7931034482758621,0.2735135135135135
2.0,0.16584564860426929,0.36581563048138765,0.8344900551366993,,0.3445993031358885,0.3393453573814295,0.8341543513957307,0.2129979035639413
3.0,0.20508982035928144,0.29436119873817035,0.8410608790305825,,0.28397212543554007,0.39450222882615155,0.7949101796407185,0.26235177865612647
4.0,0.19165378670788252,0.27586883958374236,0.8530317546494552,,0.26637630662020906,0.4062135922330096,0.8083462132921174,0.2712655601659751
