,Model,FNR,FPR,auc,f1,recall,precision,Error Rate
0,../data/SelectedFeatures/Model2NoDrugQsNoDummies/RFECV.csv,0.3333333333333333,0.3020758768790265,0.7470631873495153,0.6121313299944352,0.565843621399177,0.6666666666666666,0.3136813681368137
