,Model,FNR,FPR,auc,f1,recall,precision,Error Rate,sensitivity,specificity,accuracy
0,../data/SelectedFeatures/Model1NoDummies/RFECV.csv,0.5799614643545279,0.05961783439490446,0.7676548482505552,0.44902162718846544,0.4823008849557522,0.42003853564547206,0.12038703870387038,0.42003853564547206,0.9403821656050956,0.8796129612961296
