,Model,FNR,FPR,auc,f1,recall,precision,Error Rate,sensitivity,specificity,accuracy
0,../data/SelectedFeatures/Model2/RFECV.csv,0.07696969696969697,0.1377952755905512,0.9661256805709204,0.8560989319842608,0.7982180293501048,0.923030303030303,0.1152115211521152,0.923030303030303,0.8622047244094488,0.8847884788478848
