,Model,FNR,FPR,auc,f1,recall,precision,Error Rate,sensitivity,specificity,accuracy
0,../data/SelectedFeatures/Model2NoDummies/RFECV.csv,0.1406060606060606,0.0812455261274159,0.9529986334352835,0.8606980273141123,0.8620060790273556,0.8593939393939394,0.10328532853285328,0.8593939393939394,0.9187544738725841,0.8967146714671467
