,Model,FNR,FPR,auc,f1,recall,precision,Error Rate,sensitivity,specificity,accuracy
0,../data/SelectedFeatures/Model2NoDummies/RFECV.csv,0.07636363636363637,0.16893342877594847,0.9588831044879722,0.8359846407021393,0.7635270541082164,0.9236363636363636,0.13456345634563457,0.9236363636363636,0.8310665712240516,0.8654365436543654
