,Model,FNR,FPR,auc,f1,recall,precision,Error Rate,sensitivity,specificity,accuracy
0,../data/SelectedFeatures/Model1NoDrugQsNoDummies/RFECV.csv,0.6840077071290944,0.07184713375796178,0.7279641152142164,0.3398963730569948,0.36771300448430494,0.3159922928709056,0.14333933393339335,0.3159922928709056,0.9281528662420382,0.8566606660666066
